origen_id,destino_id,origen_lat,origen_lon,destino_lat,destino_lon,calle,distancia_m,trafico,distancia_trafico_m,tiempo_estimado_s,distrito_origen,distrito_destino
1827925925,1273901914,-12.1977236,-76.9911697,-12.1973469,-76.9915959,Avenida Cordillera Oriental,62.45,2.32,144.88,17.39,Chorrillos,Chorrillos
1827925925,1827925934,-12.1977236,-76.9911697,-12.1984585,-76.9919328,Sin nombre,116.43,2.37,275.94,33.13,Chorrillos,Chorrillos
1827925927,1826853984,-12.1977589,-76.9736266,-12.1975995,-76.9746253,Calle 4,109.98,2.09,229.86,27.59,Chorrillos,Chorrillos
1827925927,1826853974,-12.1977589,-76.9736266,-12.198232,-76.9737157,Avenida El Triunfo,53.49,1.46,78.1,9.38,Chorrillos,Chorrillos
1827925927,1826853877,-12.1977589,-76.9736266,-12.1973004,-76.9735415,Avenida El Triunfo,51.82,1.97,102.09,12.26,Chorrillos,Chorrillos
1827925933,1827864425,-12.1979105,-76.984791,-12.1971985,-76.9855518,Avenida Cordillera Vilcabamba,114.48,1.32,151.11,18.14,Chorrillos,Chorrillos
1827925933,1827925936,-12.1979105,-76.984791,-12.1986765,-76.9855576,Jirón Volcán Solimana,119.15,1.43,170.38,20.45,Chorrillos,Chorrillos
1827925933,1827925910,-12.1979105,-76.984791,-12.1971676,-76.984044,Jirón Volcán Solimana,115.82,2.42,280.28,33.65,Chorrillos,Chorrillos
1827925933,1273673460,-12.1979105,-76.984791,-12.1985984,-76.9840558,Avenida Cordillera Vilcabamba,110.62,1.09,120.58,14.48,Chorrillos,Chorrillos
1827925934,1273500845,-12.1984585,-76.9919328,-12.1988363,-76.9915427,Avenida Cordillera Central,59.69,1.14,68.05,8.17,Chorrillos,Chorrillos
1827925934,1759804582,-12.1984585,-76.9919328,-12.1981166,-76.9922902,Avenida Cordillera Central,54.35,1.38,75.0,9.0,Chorrillos,Chorrillos
1827925934,1827925925,-12.1984585,-76.9919328,-12.1977236,-76.9911697,Sin nombre,116.43,2.4,279.43,33.55,Chorrillos,Chorrillos
1827925934,1784334586,-12.1984585,-76.9919328,-12.1992089,-76.9926888,Sin nombre,117.1,2.22,259.96,31.21,Chorrillos,Chorrillos
1827925936,1827864430,-12.1986765,-76.9855576,-12.1979421,-76.9863132,Avenida Cordillera Vilcanota,115.81,1.51,174.87,20.99,Chorrillos,Chorrillos
1827925936,1827925933,-12.1986765,-76.9855576,-12.1979105,-76.984791,Jirón Volcán Solimana,119.15,2.35,280.0,33.61,Chorrillos,Chorrillos
1827925936,1827925945,-12.1986765,-76.9855576,-12.1994339,-76.9863202,Jirón Volcán Solimana,118.16,1.57,185.51,22.27,Chorrillos,Chorrillos
1827925936,1273878079,-12.1986765,-76.9855576,-12.1993769,-76.9848094,Avenida Cordillera Vilcanota,112.6,2.01,226.33,27.17,Chorrillos,Chorrillos
1827925937,1273899941,-12.198772,-76.9885295,-12.1980319,-76.9893161,Avenida Cordillera Negra,118.66,1.93,229.01,27.49,Chorrillos,Chorrillos
1827925937,1273642108,-12.198772,-76.9885295,-12.1980338,-76.9878004,Jirón Volcán Misti,114.09,2.18,248.72,29.86,Chorrillos,Chorrillos
1827925937,1273840707,-12.198772,-76.9885295,-12.1994941,-76.989277,Jirón Volcán Misti,114.22,1.28,146.2,17.55,Chorrillos,Chorrillos
1827925937,1827864435,-12.198772,-76.9885295,-12.1994771,-76.9877968,Avenida Cordillera Negra,111.76,2.12,236.93,28.44,Chorrillos,Chorrillos
1827925940,1273454617,-12.1988932,-76.9813809,-12.199618,-76.9806282,Avenida Los Próceres,114.84,2.21,253.8,30.47,Chorrillos,Chorrillos
1827925940,4395575781,-12.1988932,-76.9813809,-12.1984807,-76.9809511,Pico Tutupaca,65.47,2.27,148.62,17.84,Chorrillos,Chorrillos
1827925940,1273592994,-12.1988932,-76.9813809,-12.1993053,-76.9818051,Pico Tutupaca,65.0,2.07,134.55,16.15,Chorrillos,Chorrillos
1827925940,1827925919,-12.1988932,-76.9813809,-12.197443,-76.9828969,Avenida Los Próceres,230.56,1.55,357.37,42.9,Chorrillos,Chorrillos
1827925945,1273744044,-12.1994339,-76.9863202,-12.1987225,-76.9870571,Avenida Cordillera Blanca,112.57,2.25,253.28,30.41,Chorrillos,Chorrillos
1827925945,1273516112,-12.1994339,-76.9863202,-12.2001459,-76.9855826,Avenida Cordillera Blanca,112.67,2.3,259.14,31.11,Chorrillos,Chorrillos
1827925945,1827925936,-12.1994339,-76.9863202,-12.1986765,-76.9855576,Jirón Volcán Solimana,118.16,1.31,154.79,18.58,Chorrillos,Chorrillos
1827925945,1273606625,-12.1994339,-76.9863202,-12.2001787,-76.987081,Jirón Volcán Solimana,117.03,2.43,284.38,34.14,Chorrillos,Chorrillos
1827925946,1273740020,-12.2000132,-76.9793632,-12.199193,-76.9802076,Avenida 24 de Octubre,129.38,1.2,155.26,18.64,Chorrillos,Chorrillos
1827925946,1273469174,-12.2000132,-76.9793632,-12.2004091,-76.9797757,Avenida Vista Alegre,62.83,1.68,105.55,12.67,Chorrillos,Chorrillos
1827925946,4356786037,-12.2000132,-76.9793632,-12.1996643,-76.978985,Avenida Vista Alegre,56.53,1.11,62.75,7.53,Chorrillos,Chorrillos
1827925947,1273740438,-12.2002167,-76.9885593,-12.2009131,-76.9878312,Avenida Cordillera Oriental,110.72,1.67,184.9,22.2,Chorrillos,Chorrillos
1827925947,1273840707,-12.2002167,-76.9885593,-12.1994941,-76.989277,Avenida Cordillera Oriental,111.98,1.13,126.54,15.19,Chorrillos,Chorrillos
1827925947,1827864443,-12.2002167,-76.9885593,-12.20097,-76.989336,Jirón Volcán Coropuna,118.92,1.28,152.22,18.27,Chorrillos,Chorrillos
1827925947,1827864435,-12.2002167,-76.9885593,-12.1994771,-76.9877968,Jirón Volcán Coropuna,116.75,2.42,282.53,33.92,Chorrillos,Chorrillos
1827925950,1825970708,-12.2008234,-76.9802345,-12.2000325,-76.9810621,Avenida Cordillera La Viuda,125.8,1.74,218.89,26.28,Chorrillos,Chorrillos
1827925950,1273469174,-12.2008234,-76.9802345,-12.2004091,-76.9797757,Avenida Vista Alegre,67.89,1.67,113.38,13.61,Chorrillos,Chorrillos
1827925950,1827925954,-12.2008234,-76.9802345,-12.2010973,-76.9805132,Avenida Vista Alegre,42.95,1.85,79.46,9.54,Chorrillos,Chorrillos
1827925952,1273516112,-12.2008946,-76.9863094,-12.2001459,-76.9855826,Jirón Nevado Yanahuanca,114.76,1.55,177.88,21.35,Chorrillos,Chorrillos
1827925952,1273894854,-12.2008946,-76.9863094,-12.2016082,-76.9855408,Avenida Cordillera Negra,115.21,1.07,123.27,14.8,Chorrillos,Chorrillos
1827925952,1273606625,-12.2008946,-76.9863094,-12.2001787,-76.987081,Avenida Cordillera Negra,115.63,1.2,138.76,16.66,Chorrillos,Chorrillos
1827925952,1827925973,-12.2008946,-76.9863094,-12.202499,-76.9877491,Jirón Nevado Yanahuanca,237.3,1.55,367.82,44.16,Chorrillos,Chorrillos
1827925954,3758385567,-12.2010973,-76.9805132,-12.2014766,-76.9801342,Avenida San Pedro,58.95,2.18,128.51,15.43,Chorrillos,Chorrillos
1827925954,3785584999,-12.2010973,-76.9805132,-12.2011804,-76.9806092,Avenida Vista Alegre,13.94,1.13,15.75,1.89,Chorrillos,Chorrillos
1827925954,1827925950,-12.2010973,-76.9805132,-12.2008234,-76.9802345,Avenida Vista Alegre,42.95,2.06,88.48,10.62,Chorrillos,Chorrillos
1827925955,4331510170,-12.2012172,-76.9774939,-12.2003761,-76.9765821,Calle B,136.26,2.08,283.42,34.02,Chorrillos,Chorrillos
1827925955,1827925960,-12.2012172,-76.9774939,-12.2015918,-76.9771207,Avenida José Olaya,58.14,1.8,104.65,12.56,Chorrillos,Chorrillos
1827925955,3758383712,-12.2012172,-76.9774939,-12.2007564,-76.9779287,Avenida José Olaya,69.7,2.47,172.16,20.67,Chorrillos,Chorrillos
1827925958,1827925959,-12.2014921,-76.9897706,-12.2015382,-76.9898398,Almirante Miguel Grau,9.1,1.58,14.38,1.73,Chorrillos,Chorrillos
1827925958,1273489425,-12.2014921,-76.9897706,-12.2006531,-76.9896599,"['Almirante Miguel Grau', 'Pasaje Santa', 'Jirón Santa']",122.73,1.77,217.23,26.08,Chorrillos,Chorrillos
1827925958,3785537905,-12.2014921,-76.9897706,-12.2020809,-76.9887385,Pasaje San Pablo,133.18,1.18,157.15,18.87,Chorrillos,Chorrillos
1827925959,1827925958,-12.2015382,-76.9898398,-12.2014921,-76.9897706,Almirante Miguel Grau,9.1,1.01,9.19,1.1,Chorrillos,Chorrillos
1827925959,1273757452,-12.2015382,-76.9898398,-12.2023576,-76.9895386,Calle Libertad,97.28,1.36,132.3,15.88,Chorrillos,Chorrillos
1827925959,1273920740,-12.2015382,-76.9898398,-12.2023908,-76.9901535,Almirante Miguel Grau,110.45,1.89,208.75,25.06,Chorrillos,Chorrillos
1827925960,1273636111,-12.2015918,-76.9771207,-12.2019706,-76.9767567,Avenida José Olaya,57.79,1.62,93.62,11.24,Chorrillos,Chorrillos
1827925960,1827925955,-12.2015918,-76.9771207,-12.2012172,-76.9774939,Avenida José Olaya,58.14,2.44,141.86,17.03,Chorrillos,Chorrillos
1827925960,1273809031,-12.2015918,-76.9771207,-12.2022798,-76.9778888,Avenida Los Pinos,113.23,1.54,174.37,20.93,Chorrillos,Chorrillos
1827925960,1273526889,-12.2015918,-76.9771207,-12.2007385,-76.9762243,Avenida Los Pinos,136.0,2.32,315.52,37.88,Chorrillos,Chorrillos
1827925973,1827926004,-12.202499,-76.9877491,-12.2034372,-76.9885799,Jirón Nevado Yanahuanca,137.97,2.21,304.91,36.6,Chorrillos,Chorrillos
1827925973,3833323681,-12.202499,-76.9877491,-12.2017504,-76.9885346,Avenida Cordillera Central,119.24,1.5,178.86,21.47,Chorrillos,Chorrillos
1827925973,1827925952,-12.202499,-76.9877491,-12.2008946,-76.9863094,Jirón Nevado Yanahuanca,237.3,2.38,564.77,67.8,Chorrillos,Chorrillos
1827925977,3758385572,-12.2025758,-76.9805427,-12.2022007,-76.98091,Avenida Jorge Chavez,57.73,1.71,98.72,11.85,Chorrillos,Chorrillos
1827925977,1827925990,-12.2025758,-76.9805427,-12.2031101,-76.9800194,Avenida Jorge Chavez,82.25,1.33,109.39,13.13,Chorrillos,Chorrillos
1827925977,1273593074,-12.2025758,-76.9805427,-12.201843,-76.9797769,Avenida Independencia,116.48,2.31,269.07,32.3,Chorrillos,Chorrillos
1827925977,1273708576,-12.2025758,-76.9805427,-12.2032786,-76.9812694,Avenida Independencia,111.11,2.27,252.22,30.28,Chorrillos,Chorrillos
1827925980,1273750622,-12.2027405,-76.9760016,-12.2023464,-76.9764093,Avenida José Olaya,62.32,2.13,132.74,15.94,Chorrillos,Chorrillos
1827925980,1273767197,-12.2027405,-76.9760016,-12.2034666,-76.9767498,Avenida La Concordia,114.59,1.86,213.14,25.59,Chorrillos,Chorrillos
1827925980,1273695588,-12.2027405,-76.9760016,-12.2029304,-76.9756142,Avenida José Olaya,48.93,1.65,80.73,9.69,Chorrillos,Chorrillos
1827925982,1827925990,-12.2028135,-76.9797093,-12.2031101,-76.9800194,San Pedro,47.15,1.4,66.01,7.92,Chorrillos,Chorrillos
1827925982,1273698212,-12.2028135,-76.9797093,-12.2026714,-76.9795637,Sin nombre,63.12,2.48,156.54,18.79,Chorrillos,Chorrillos
1827925990,1827925977,-12.2031101,-76.9800194,-12.2025758,-76.9805427,Avenida Jorge Chavez,82.25,1.5,123.38,14.81,Chorrillos,Chorrillos
1827925990,3758385582,-12.2031101,-76.9800194,-12.2032305,-76.9799015,Avenida Jorge Chavez,18.53,1.16,21.49,2.58,Chorrillos,Chorrillos
1827925990,1827925982,-12.2031101,-76.9800194,-12.2028135,-76.9797093,San Pedro,47.15,1.05,49.51,5.94,Chorrillos,Chorrillos
1827926004,3785537906,-12.2034372,-76.9885799,-12.2027923,-76.9891526,Calle Libertad,94.95,1.35,128.18,15.39,Chorrillos,Chorrillos
1827926004,1273547089,-12.2034372,-76.9885799,-12.203581,-76.9884522,Calle Libertad,21.17,2.02,42.76,5.13,Chorrillos,Chorrillos
1827926004,1827925973,-12.2034372,-76.9885799,-12.202499,-76.9877491,Jirón Nevado Yanahuanca,137.97,2.44,336.65,40.41,Chorrillos,Chorrillos
1827926005,3758385582,-12.2037308,-76.9794116,-12.2032305,-76.9799015,Avenida Jorge Chavez,77.0,1.25,96.25,11.55,Chorrillos,Chorrillos
1827926005,5491738361,-12.2037308,-76.9794116,-12.2040739,-76.9790872,Avenida Jorge Chavez,51.95,2.4,124.68,14.97,Chorrillos,Chorrillos
1827926005,1273537089,-12.2037308,-76.9794116,-12.2030018,-76.9786466,Avenida Los Pinos,116.12,1.95,226.43,27.18,Chorrillos,Chorrillos
1827926005,1827926009,-12.2037308,-76.9794116,-12.204434,-76.9801493,Avenida Los Pinos,111.99,1.29,144.47,17.34,Chorrillos,Chorrillos
1827926009,1273840763,-12.204434,-76.9801493,-12.2051978,-76.9794266,Avenida Santa Isabel,115.68,1.35,156.17,18.75,Chorrillos,Chorrillos
1827926009,1827926005,-12.204434,-76.9801493,-12.2037308,-76.9794116,Avenida Los Pinos,111.99,1.42,159.03,19.09,Chorrillos,Chorrillos
1827926009,4331504366,-12.204434,-76.9801493,-12.2042757,-76.9803028,Avenida Santa Isabel,24.25,2.19,53.11,6.38,Chorrillos,Chorrillos
1827926013,1273732005,-12.2049707,-76.9782212,-12.2045052,-76.978693,Avenida Jorge Chavez,72.86,1.43,104.19,12.51,Chorrillos,Chorrillos
1827926013,1273974831,-12.2049707,-76.9782212,-12.2042276,-76.9774548,Avenida La Concordia,117.33,1.36,159.57,19.16,Chorrillos,Chorrillos
1827926013,5500086863,-12.2049707,-76.9782212,-12.2052534,-76.9785139,Avenida La Concordia,44.72,2.44,109.12,13.1,Chorrillos,Chorrillos
1827926016,10982023319,-12.2052394,-76.9899013,-12.2055245,-76.9886802,Jirón Progreso,136.5,1.13,154.24,18.52,Chorrillos,Chorrillos
1827926016,6157590808,-12.2052394,-76.9899013,-12.2050993,-76.9903832,"['Avenida 12 de Octubre', 'Jirón Progreso']",55.95,1.57,87.84,10.55,Chorrillos,Chorrillos
1827926016,3785537897,-12.2052394,-76.9899013,-12.2048208,-76.988768,Calle Ramón Castilla,142.96,2.05,293.07,35.18,Chorrillos,Chorrillos
1827926021,4332522228,-12.2056654,-76.9809724,-12.20589,-76.9812391,Sin nombre,38.26,2.08,79.58,9.55,Chorrillos,Chorrillos
1827926021,1273749457,-12.2056654,-76.9809724,-12.20536,-76.9812736,Calle 7,47.17,2.28,107.55,12.91,Chorrillos,Chorrillos
1827926021,5491738363,-12.2056654,-76.9809724,-12.2051027,-76.9803088,Sin nombre,95.48,1.14,108.85,13.07,Chorrillos,Chorrillos
1827979502,1827979504,-12.1666436,-77.0276013,-12.166765,-77.0275192,Jirón Bernardo Cruz,16.18,1.89,30.58,3.67,Chorrillos,Chorrillos
1827979502,1827979506,-12.1666436,-77.0276013,-12.1670851,-77.0286442,Avenida Malecón Miguel Grau,123.53,1.78,219.88,26.4,Chorrillos,Chorrillos
1827979502,308132540,-12.1666436,-77.0276013,-12.1663462,-77.0269014,Avenida Malecón Miguel Grau,82.98,1.07,88.79,10.66,Chorrillos,Chorrillos
1827979504,1827979502,-12.166765,-77.0275192,-12.1666436,-77.0276013,Jirón Bernardo Cruz,16.18,1.29,20.87,2.51,Chorrillos,Chorrillos
1827979504,1273462825,-12.166765,-77.0275192,-12.1665409,-77.027133,Avenida Malecón Grau,48.82,2.15,104.96,12.6,Chorrillos,Chorrillos
1827979504,1273897172,-12.166765,-77.0275192,-12.1673651,-77.0269959,Jirón Bernardo Cruz,87.7,1.08,94.72,11.37,Chorrillos,Chorrillos
1827979506,1827979502,-12.1670851,-77.0286442,-12.1666436,-77.0276013,Avenida Malecón Miguel Grau,123.53,1.74,214.94,25.8,Chorrillos,Chorrillos
1827979506,1827979508,-12.1670851,-77.0286442,-12.1672739,-77.0284656,Jirón Víctor Aguirre,28.6,2.14,61.2,7.35,Chorrillos,Chorrillos
1827979506,308132539,-12.1670851,-77.0286442,-12.1674293,-77.0295392,Avenida Malecón Miguel Grau,104.55,1.46,152.64,18.32,Chorrillos,Chorrillos
1827979508,1273523864,-12.1672739,-77.0284656,-12.167039,-77.0280157,Avenida Malecón Grau,55.44,2.16,119.75,14.38,Chorrillos,Chorrillos
1827979508,1757653549,-12.1672739,-77.0284656,-12.168016,-77.0277549,Jirón Víctor Aguirre,113.04,2.04,230.6,27.68,Chorrillos,Chorrillos
1827979508,1827979506,-12.1672739,-77.0284656,-12.1670851,-77.0286442,Jirón Víctor Aguirre,28.6,1.97,56.34,6.76,Chorrillos,Chorrillos
1827979557,1839133846,-12.1676745,-77.0292834,-12.1679412,-77.0290053,Jirón Gerónimo Balarezo,42.35,1.03,43.62,5.24,Chorrillos,Chorrillos
1827979557,4227527913,-12.1676745,-77.0292834,-12.1680008,-77.0296969,Calle Luis Felipe Villarán,57.76,2.03,117.25,14.08,Chorrillos,Chorrillos
1827979557,1839133841,-12.1676745,-77.0292834,-12.1674295,-77.0287875,Avenida Malecón Grau,60.45,2.36,142.66,17.13,Chorrillos,Chorrillos
1827979557,308132539,-12.1676745,-77.0292834,-12.1674293,-77.0295392,Jirón Gerónimo Balarezo,38.94,1.42,55.29,6.64,Chorrillos,Chorrillos
1827979599,1757646154,-12.1711631,-77.0236901,-12.1704306,-77.0243882,Avenida Oscar de la Barrera,111.32,1.58,175.89,21.12,Chorrillos,Chorrillos
1827979599,558581112,-12.1711631,-77.0236901,-12.171478,-77.0233884,Avenida Oscar de la Barrera,47.97,1.71,82.03,9.85,Chorrillos,Chorrillos
1827979599,1757646161,-12.1711631,-77.0236901,-12.1714671,-77.0244094,Jirón Antonio Reyes,90.61,1.4,126.85,15.23,Chorrillos,Chorrillos
1827979614,1757646163,-12.1719344,-77.0214793,-12.1721793,-77.0212461,Avenida Defensores del Morro,37.2,1.36,50.59,6.07,Chorrillos,Chorrillos
1827979619,1753960705,-12.1724399,-77.0173265,-12.17167,-77.0180162,Calle Luis Álvarez Tovar,113.79,2.17,246.92,29.64,Chorrillos,Chorrillos
1827979619,1273600742,-12.1724399,-77.0173265,-12.172776,-77.0170142,Calle Luis Álvarez Tovar,50.49,2.19,110.57,13.27,Chorrillos,Chorrillos
1827979619,4199107361,-12.1724399,-77.0173265,-12.1734059,-77.0183862,Calle Pedro Ochoa Torres,157.5,2.2,346.5,41.6,Chorrillos,Chorrillos
1827979625,346474408,-12.1730948,-77.0202319,-12.1731592,-77.0202992,Avenida Fernando Terán,10.24,2.07,21.2,2.55,Chorrillos,Chorrillos
1827979625,1757641858,-12.1730948,-77.0202319,-12.1718721,-77.021412,Avenida Defensores del Morro,186.93,2.03,379.47,45.55,Chorrillos,Chorrillos
1827979625,6129316399,-12.1730948,-77.0202319,-12.1726149,-77.0196419,Avenida Fernando Terán,85.02,1.38,117.33,14.09,Chorrillos,Chorrillos
1827979634,1273848746,-12.1738798,-77.0224436,-12.174202,-77.0221323,Jirón Saturnino del Castillo,49.28,1.01,49.77,5.97,Chorrillos,Chorrillos
1827979634,1757646172,-12.1738798,-77.0224436,-12.173565,-77.0227481,Jirón Saturnino del Castillo,48.17,1.17,56.36,6.77,Chorrillos,Chorrillos
1827979634,4395595215,-12.1738798,-77.0224436,-12.1728357,-77.0213131,Puerto Príncipe,169.05,1.42,240.05,28.82,Chorrillos,Chorrillos
1827979670,1757653643,-12.1772887,-77.0221807,-12.1774768,-77.0225627,Calle San José,46.49,1.01,46.95,5.64,Chorrillos,Chorrillos
1827979670,1757653641,-12.1772887,-77.0221807,-12.1772113,-77.0220648,Calle San José,15.26,1.41,21.52,2.58,Chorrillos,Chorrillos
1827979670,5473678016,-12.1772887,-77.0221807,-12.1782723,-77.0215878,Calle Cahuide,126.95,1.67,212.01,25.45,Chorrillos,Chorrillos
1827979690,5473678016,-12.1785041,-77.0219515,-12.1782723,-77.0215878,Avenida Julio César Tello,47.19,1.97,92.96,11.16,Chorrillos,Chorrillos
1827979690,1757653665,-12.1785041,-77.0219515,-12.1787442,-77.0222968,Avenida Julio César Tello,46.06,1.92,88.44,10.62,Chorrillos,Chorrillos
1827979690,1827979715,-12.1785041,-77.0219515,-12.1796118,-77.0213006,Calle José Olaya,142.27,1.79,254.66,30.57,Chorrillos,Chorrillos
1827979690,1757653643,-12.1785041,-77.0219515,-12.1774768,-77.0225627,Calle José Olaya,132.34,1.61,213.07,25.58,Chorrillos,Chorrillos
1827979698,4351357303,-12.178888,-77.0146417,-12.1788138,-77.0145617,Jirón Santa Ada,11.99,1.81,21.7,2.61,Chorrillos,Chorrillos
1827979698,4351706137,-12.178888,-77.0146417,-12.1776518,-77.0158186,Avenida Defensores del Morro,187.77,1.47,276.02,33.14,Chorrillos,Chorrillos
1827979708,5473678016,-12.1793363,-77.0209843,-12.1782723,-77.0215878,Calle Cahuide,135.28,2.05,277.32,33.29,Chorrillos,Chorrillos
1827979708,1757653668,-12.1793363,-77.0209843,-12.1797561,-77.0208148,Calle Cahuide,50.18,1.4,70.25,8.43,Chorrillos,Chorrillos
1827979708,1827979715,-12.1793363,-77.0209843,-12.1796118,-77.0213006,Calle Los Fundadores,46.42,2.45,113.73,13.65,Chorrillos,Chorrillos
1827979708,2031309087,-12.1793363,-77.0209843,-12.1788009,-77.0200342,Calle 1,119.25,2.09,249.23,29.92,Chorrillos,Chorrillos
1827979710,2031309093,-12.1792987,-77.0232689,-12.1791572,-77.022992,Julio Cesar Tello,33.96,1.91,64.86,7.79,Chorrillos,Chorrillos
1827979710,2031309111,-12.1792987,-77.0232689,-12.1795228,-77.0227892,Calle Santa Rosa,58.0,2.36,136.88,16.43,Chorrillos,Chorrillos
1827979710,5007607023,-12.1792987,-77.0232689,-12.1787028,-77.0236686,Calle Santa Rosa,79.38,1.51,119.86,14.39,Chorrillos,Chorrillos
1827979715,1827979718,-12.1796118,-77.0213006,-12.1799221,-77.0216067,Calle Los Fundadores,47.93,2.07,99.22,11.91,Chorrillos,Chorrillos
1827979715,1827979690,-12.1796118,-77.0213006,-12.1785041,-77.0219515,Calle José Olaya,142.27,2.37,337.18,40.48,Chorrillos,Chorrillos
1827979715,1827979708,-12.1796118,-77.0213006,-12.1793363,-77.0209843,Calle Los Fundadores,46.42,1.82,84.48,10.14,Chorrillos,Chorrillos
1827979718,1827979715,-12.1799221,-77.0216067,-12.1796118,-77.0213006,Calle Los Fundadores,47.93,1.13,54.16,6.5,Chorrillos,Chorrillos
1827979718,2031309130,-12.1799221,-77.0216067,-12.1802024,-77.0219138,Calle Los Fundadores,45.67,1.27,58.0,6.96,Chorrillos,Chorrillos
1827979718,1757653670,-12.1799221,-77.0216067,-12.1802335,-77.0213112,Avenida Ricardo Palma,47.23,1.77,83.6,10.04,Chorrillos,Chorrillos
1827979718,1757653665,-12.1799221,-77.0216067,-12.1787442,-77.0222968,Avenida Ricardo Palma,150.93,2.04,307.9,36.96,Chorrillos,Chorrillos
1827979720,1273797072,-12.1801299,-77.0167434,-12.1782395,-77.0181389,Calle Pacto Andino,259.22,1.62,419.94,50.41,Chorrillos,Chorrillos
1827979720,1273984176,-12.1801299,-77.0167434,-12.1776546,-77.0174531,"['Avenida Producción Nacional', 'Jirón Las Maquinarias']",378.03,2.46,929.95,111.64,Chorrillos,Chorrillos
1827979720,1827979721,-12.1801299,-77.0167434,-12.1810813,-77.0177625,Jirón Las Maquinarias,153.17,1.65,252.73,30.34,Chorrillos,Chorrillos
1827979721,4227514648,-12.1810813,-77.0177625,-12.1807642,-77.0179346,Avenida Comunidad Industrial,39.91,1.89,75.43,9.06,Chorrillos,Chorrillos
1827979721,1827979720,-12.1810813,-77.0177625,-12.1801299,-77.0167434,Jirón Las Maquinarias,153.17,1.37,209.84,25.19,Chorrillos,Chorrillos
1827979721,4227514650,-12.1810813,-77.0177625,-12.1815958,-77.0183422,Jirón Las Maquinarias,85.13,1.12,95.35,11.45,Chorrillos,Chorrillos
1836892843,1273705162,-12.1867569,-76.9893398,-12.186723,-76.9902563,Calle Los Laureles,99.69,1.63,162.49,19.51,Chorrillos,Chorrillos
1836892843,7084358115,-12.1867569,-76.9893398,-12.1867027,-76.9892825,Sin nombre,8.67,2.06,17.86,2.14,Chorrillos,Chorrillos
1836892843,7084321875,-12.1867569,-76.9893398,-12.1869377,-76.9891919,Avenida Los Alamos,25.74,1.46,37.58,4.51,Chorrillos,Chorrillos
1836892845,2833657747,-12.1870125,-76.9891111,-12.1870657,-76.9892226,Calle Los Nogales,13.49,1.27,17.13,2.06,Chorrillos,Chorrillos
1836892845,12972295294,-12.1870125,-76.9891111,-12.1876267,-76.9886125,Avenida Los Alamos,87.34,1.96,171.19,20.55,Chorrillos,Chorrillos
1836892849,3758347090,-12.1876444,-76.9917282,-12.1879118,-76.9917348,Calle Inca Garcilaso de la Vega,29.74,1.35,40.15,4.82,Chorrillos,Chorrillos
1836892849,1273732133,-12.1876444,-76.9917282,-12.1872178,-76.9917096,Calle Los Olivos,47.48,2.32,110.15,13.22,Chorrillos,Chorrillos
1836892849,3758359479,-12.1876444,-76.9917282,-12.187604,-76.9927274,Avenida Vista Alegre,108.69,2.07,224.99,27.01,Chorrillos,Chorrillos
1836892849,3758360340,-12.1876444,-76.9917282,-12.1876647,-76.9913976,Avenida Vista Alegre,36.0,1.54,55.44,6.66,Chorrillos,Chorrillos
1836892872,4228742670,-12.1896008,-76.9902381,-12.1900509,-76.9900815,Calle Progreso,52.86,2.14,113.12,13.58,Chorrillos,Chorrillos
1836892872,1827925792,-12.1896008,-76.9902381,-12.1897249,-76.9906417,Calle San Miguel,45.99,1.42,65.31,7.84,Chorrillos,Chorrillos
1836892872,1273980294,-12.1896008,-76.9902381,-12.1888104,-76.9903592,Calle Progreso,90.55,1.03,93.27,11.2,Chorrillos,Chorrillos
1836892879,1273795733,-12.1902708,-76.989091,-12.1906107,-76.9890803,Calle San J. de la Libertad,39.6,1.44,57.02,6.85,Chorrillos,Chorrillos
1836892879,8836960447,-12.1902708,-76.989091,-12.18993,-76.9891486,Calle San J. de la Libertad,66.04,1.78,117.55,14.11,Chorrillos,Chorrillos
1836968859,1836968862,-12.1771798,-76.9955097,-12.1772498,-76.9954198,Calle Teniente Carlos Jiménez Chávez,12.49,1.04,12.99,1.56,Chorrillos,Chorrillos
1836968859,1273730904,-12.1771798,-76.9955097,-12.1763101,-76.9966467,Calle Teniente Carlos Jiménez Chávez,156.92,1.67,262.06,31.46,Chorrillos,Chorrillos
1836968859,1229283809,-12.1771798,-76.9955097,-12.1781553,-76.996339,Avenida Guardia Civil Sur,141.04,1.26,177.71,21.33,Chorrillos,Chorrillos
1836968862,1836968859,-12.1772498,-76.9954198,-12.1771798,-76.9955097,Calle Teniente Carlos Jiménez Chávez,12.49,2.48,30.98,3.72,Chorrillos,Chorrillos
1836968862,2833643635,-12.1772498,-76.9954198,-12.179002,-76.9931922,Calle Teniente Carlos Jiménez Chávez,310.78,2.26,702.36,84.32,Chorrillos,Chorrillos
1836968862,3574806293,-12.1772498,-76.9954198,-12.1762115,-76.9945312,Avenida Guardia Civil Sur,150.53,1.51,227.3,27.29,Chorrillos,Chorrillos
1838387128,4345127185,-12.160275,-77.0235078,-12.1602573,-77.0236494,Calle Enrique Nerini,15.52,1.62,25.14,3.02,Chorrillos,Chorrillos
1838387128,4170825812,-12.160275,-77.0235078,-12.1623085,-77.0237218,Avenida Chorrillos,227.85,1.92,437.47,52.52,Chorrillos,Chorrillos
1838387128,371264935,-12.160275,-77.0235078,-12.1602865,-77.0234161,Calle Enrique Nerini,10.05,1.24,12.46,1.5,Chorrillos,Chorrillos
